"driverId","driverExpYears","qualiResultPosition","meanPace","maxPace","grid_penalty","is_top_5"
1,2,15,86454,86454,1,"FALSE"
2,9,11,85665.5,85827,1,"FALSE"
3,3,5,85980.6666666667,86973,0,"FALSE"
4,8,12,85815.5,86026,1,"TRUE"
5,2,14,85955,86184,1,"FALSE"
6,2,13,85840.5,86074,1,"FALSE"
7,1,20,86964,86964,1,"FALSE"
8,8,9,86147.3333333333,87163,1,"FALSE"
9,3,4,85996,86914,0,"FALSE"
10,5,6,85918.3333333333,86975,1,"TRUE"
12,1,17,86598,86598,1,"FALSE"
13,7,7,86065.3333333333,87033,1,"FALSE"
15,12,8,86195.3333333333,87127,1,"TRUE"
16,2,19,86742,86742,1,"FALSE"
17,7,10,85971.3333333333,87246,1,"FALSE"
18,9,1,85422.6666666667,86202,0,"TRUE"
20,2,3,85963,86830,0,"FALSE"
21,13,18,86677,86677,1,"FALSE"
22,16,2,85431.3333333333,86505,0,"TRUE"
67,0,16,86503,86503,1,"FALSE"
1,2,13,95092.5,95280,1,"FALSE"
2,9,11,94939.5,95110,1,"TRUE"
3,3,6,95126.6666666667,95750,1,"FALSE"
4,8,10,95875,97659,1,"FALSE"
5,2,14,94973.5,95023,0,"FALSE"
6,2,12,95064.5,95341,1,"FALSE"
7,1,15,95469,95507,0,"FALSE"
8,8,9,95367.3333333333,96170,1,"FALSE"
9,3,8,95278,96106,1,"FALSE"
10,5,5,94951.6666666667,95690,1,"TRUE"
12,1,17,95708,95708,0,"FALSE"
13,7,16,95642,95642,0,"FALSE"
15,12,2,94669.3333333333,95273,0,"TRUE"
16,2,19,95951,95951,0,"FALSE"
17,7,7,95015.3333333333,95797,1,"FALSE"
18,9,1,94674.3333333333,95181,0,"TRUE"
20,2,3,94909.6666666667,95518,1,"FALSE"
21,13,18,95908,95908,0,"FALSE"
22,16,4,94906.3333333333,95651,1,"TRUE"
67,0,20,96107,96107,0,"FALSE"
1,2,9,96703.6666666667,98595,0,"FALSE"
2,9,11,96250,96525,0,"FALSE"
3,3,7,96382.3333333333,97397,0,"FALSE"
4,8,2,96209,96443,0,"FALSE"
5,2,12,96339,96646,0,"TRUE"
6,2,15,96433,96673,1,"FALSE"
7,1,16,96906,96906,1,"FALSE"
8,8,8,96694,98089,0,"FALSE"
9,3,18,96966,96966,1,"FALSE"
10,5,14,96215,96364,1,"FALSE"
12,1,17,96908,96908,1,"FALSE"
13,7,13,96105.5,96178,0,"FALSE"
15,12,6,96262.6666666667,96835,0,"FALSE"
16,2,19,97669,97669,1,"FALSE"
17,7,3,95796.6666666667,96466,0,"TRUE"
18,9,5,95873.6666666667,96532,0,"TRUE"
20,2,1,95959.6666666667,96565,0,"TRUE"
21,13,20,97672,97672,0,"FALSE"
22,16,4,95899,96493,0,"TRUE"
67,0,10,97190,99321,0,"FALSE"
1,2,5,93308,94196,0,"TRUE"
2,9,14,93469.5,93562,0,"FALSE"
3,3,9,93990.6666666667,95134,0,"FALSE"
4,8,7,93688.3333333333,94578,0,"FALSE"
5,2,11,93360.5,93479,0,"FALSE"
6,2,12,93284.5,93348,0,"FALSE"
7,1,20,94159,94159,0,"FALSE"
8,8,10,93774.6666666667,95380,0,"FALSE"
9,3,13,93491,93495,0,"FALSE"
10,5,2,93163.3333333333,93712,0,"FALSE"
12,1,15,93774.5,93941,0,"FALSE"
13,7,8,93709.6666666667,94818,0,"FALSE"
15,12,1,92967,93431,0,"TRUE"
16,2,16,93722,93722,1,"FALSE"
17,7,19,94038,94038,1,"FALSE"
18,9,4,93288,94044,0,"TRUE"
20,2,3,93056.3333333333,94015,0,"TRUE"
21,13,18,93910,93910,1,"FALSE"
22,16,6,93399,94239,0,"TRUE"
67,0,17,93753,93753,1,"FALSE"
1,2,14,80898,80991,0,"FALSE"
2,9,13,80885.5,81095,0,"FALSE"
3,3,9,81186.3333333333,82558,0,"FALSE"
4,8,8,81029,81392,0,"TRUE"
5,2,18,81675,81675,0,"FALSE"
6,2,11,80674.5,80818,0,"FALSE"
7,1,17,81300,81300,0,"FALSE"
8,8,16,81291,81291,0,"FALSE"
9,3,10,81341.3333333333,82685,0,"FALSE"
10,5,6,80743.6666666667,81247,0,"FALSE"
12,1,12,80866,81128,0,"FALSE"
13,7,4,80522.3333333333,80934,0,"FALSE"
15,12,7,80954.3333333333,81254,0,"FALSE"
16,2,19,81742,81742,0,"FALSE"
17,7,5,80581.6666666667,81049,0,"TRUE"
18,9,1,80475.3333333333,80707,0,"TRUE"
20,2,2,80531.6666666667,80715,0,"TRUE"
21,13,20,82204,82204,0,"FALSE"
22,16,3,80508,80808,0,"TRUE"
67,0,15,81050,81067,0,"FALSE"
1,2,16,76264,76264,1,"FALSE"
2,9,17,76264,76264,1,"FALSE"
3,3,6,75131.6666666667,75455,0,"FALSE"
4,8,9,75702.3333333333,76009,0,"FALSE"
5,2,7,75273.3333333333,75516,0,"FALSE"
6,2,10,76284.3333333333,77344,0,"FALSE"
7,1,14,76200.5,76281,0,"FALSE"
8,8,2,75062.3333333333,75746,0,"TRUE"
9,3,18,76405,76405,1,"FALSE"
10,5,20,76788,76788,0,"FALSE"
12,1,12,75925,76013,0,"FALSE"
13,7,5,75259.3333333333,75437,0,"TRUE"
15,12,19,76548,76548,1,"FALSE"
16,2,15,76396.5,76545,0,"FALSE"
17,7,8,75246,75653,0,"TRUE"
18,9,1,75042.6666666667,75210,0,"TRUE"
20,2,4,75355,75915,0,"FALSE"
21,13,13,76104.5,76146,0,"FALSE"
22,16,3,75110.3333333333,75425,0,"TRUE"
67,0,11,75833.5,75834,0,"FALSE"
1,2,16,88318,88318,0,"FALSE"
2,9,11,87658,87795,0,"FALSE"
3,3,9,88042,89191,0,"TRUE"
4,8,8,88178.6666666667,89075,0,"FALSE"
5,2,14,88203,88207,0,"FALSE"
6,2,12,87660,87691,0,"FALSE"
7,1,20,88918,88918,0,"FALSE"
8,8,6,87919.3333333333,88815,0,"FALSE"
9,3,10,88200,89357,0,"FALSE"
10,5,13,87977.5,88160,0,"FALSE"
12,1,17,88582,88582,0,"FALSE"
13,7,7,87905,88858,0,"FALSE"
15,12,5,87796.6666666667,88666,0,"TRUE"
16,2,15,88334.5,88391,0,"FALSE"
17,7,4,87831.6666666667,88613,0,"TRUE"
18,9,2,87668.6666666667,88421,0,"TRUE"
20,2,1,87554,88316,0,"TRUE"
21,13,19,88717,88717,0,"FALSE"
22,16,3,87789.3333333333,88579,0,"FALSE"
67,0,18,88708,88708,0,"FALSE"
1,2,19,79917,79917,1,"FALSE"
2,9,15,79503.5,79559,0,"FALSE"
3,3,7,79393.3333333333,80361,0,"TRUE"
4,8,10,79556.3333333333,80741,0,"FALSE"
5,2,13,79542.5,79732,0,"FALSE"
6,2,5,79107,80216,0,"FALSE"
7,1,17,79898,79898,0,"FALSE"
8,8,9,79430.3333333333,80715,0,"FALSE"
9,3,12,79519,79730,0,"FALSE"
10,5,8,79493,80490,0,"FALSE"
12,1,14,79473.5,79555,0,"FALSE"
13,7,11,79037.5,79148,0,"TRUE"
15,12,4,79072.3333333333,80091,0,"FALSE"
16,2,18,79909,79909,1,"FALSE"
17,7,3,78917,79868,0,"TRUE"
18,9,6,79303,80289,0,"FALSE"
20,2,1,78771,79509,0,"TRUE"
21,13,16,79802,79802,0,"FALSE"
22,16,2,79172,79856,0,"TRUE"
67,0,20,80236,80236,1,"FALSE"
1,2,5,94412.6666666667,99149,0,"FALSE"
2,9,11,97040.5,102310,0,"FALSE"
3,3,15,97228.5,102859,0,"TRUE"
4,8,12,96810,102318,0,"FALSE"
5,2,6,95522,100826,0,"FALSE"
6,2,13,97192,102500,0,"FALSE"
7,1,20,93559,93559,1,"FALSE"
8,8,9,96103,101730,0,"FALSE"
9,3,16,92190,92190,0,"FALSE"
10,5,19,92423,92423,1,"FALSE"
12,1,10,94222.6666666667,95737,0,"FALSE"
13,7,8,95960.6666666667,101708,0,"TRUE"
15,12,14,97265.5,102771,0,"FALSE"
16,2,7,94357,96740,0,"FALSE"
17,7,1,93841.6666666667,98038,0,"TRUE"
18,9,3,94357.6666666667,99032,0,"TRUE"
20,2,4,94471.3333333333,99504,0,"TRUE"
21,13,18,92402,92402,0,"FALSE"
22,16,2,92764.6666666667,94455,0,"FALSE"
67,0,17,92251,92251,0,"FALSE"
1,2,4,81048.6666666667,81839,0,"TRUE"
2,9,16,81738,81738,1,"FALSE"
3,3,5,81181.6666666667,81890,0,"TRUE"
4,8,1,81236,81569,0,"FALSE"
5,2,6,81520.3333333333,82095,0,"TRUE"
6,2,9,81604,82835,0,"FALSE"
8,8,7,81538.3333333333,82468,0,"TRUE"
9,3,19,81901,81901,1,"FALSE"
10,5,14,81413,81584,1,"FALSE"
12,1,15,81333.5,81389,1,"FALSE"
15,12,12,81249,81416,1,"FALSE"
16,2,18,81868,81868,1,"FALSE"
17,7,3,81021,81741,0,"TRUE"
18,9,8,81563,82511,0,"FALSE"
20,2,2,81129.6666666667,81607,0,"FALSE"
21,13,17,81807,81807,1,"FALSE"
22,16,13,81390,81558,1,"FALSE"
67,0,11,81286.5,81571,1,"FALSE"
153,0,20,82359,82359,1,"FALSE"
1,2,1,98773.3333333333,99489,0,"TRUE"
2,9,11,98929,99032,0,"FALSE"
3,3,7,99190,100185,0,"TRUE"
4,8,8,99369.3333333333,100236,0,"FALSE"
5,2,2,98859.3333333333,99532,0,"TRUE"
6,2,17,99795,99795,0,"FALSE"
8,8,6,99256.3333333333,100144,0,"TRUE"
9,3,10,99355,100512,0,"FALSE"
10,5,13,99225,99459,0,"FALSE"
15,12,18,99807,99807,0,"FALSE"
16,2,12,98995.5,99145,0,"FALSE"
17,7,9,99282.3333333333,100239,0,"FALSE"
18,9,5,98984.3333333333,99821,0,"FALSE"
20,2,4,99119,99789,0,"FALSE"
21,13,16,99531,99531,0,"FALSE"
22,16,3,98886,99563,0,"TRUE"
67,0,15,99213,99514,0,"FALSE"
69,16,20,101413,101413,0,"FALSE"
153,0,19,99925,99925,0,"FALSE"
154,0,14,99181,99322,0,"FALSE"
1,2,12,105444.5,105767,0,"FALSE"
2,9,3,105591.666666667,106500,0,"TRUE"
3,3,10,105965,107362,0,"FALSE"
4,8,13,105421.5,105707,0,"FALSE"
5,2,15,105482,105705,0,"FALSE"
6,2,18,106307,106307,0,"FALSE"
8,8,6,105721.666666667,106633,0,"TRUE"
9,3,5,105599.333333333,106586,0,"TRUE"
10,5,7,105668,106677,0,"FALSE"
15,12,2,105346,106395,0,"FALSE"
16,2,11,105179,105239,0,"FALSE"
17,7,9,105687.333333333,106788,0,"FALSE"
18,9,14,105506,105761,0,"FALSE"
20,2,8,105575,106761,0,"TRUE"
21,13,1,105359,106308,0,"TRUE"
22,16,4,105528,106513,0,"FALSE"
67,0,16,105951,105951,0,"FALSE"
69,16,20,106957,106957,0,"FALSE"
153,0,17,106302,106302,0,"FALSE"
154,0,19,106359,106359,0,"FALSE"
1,2,1,83471.3333333333,84066,0,"FALSE"
2,9,15,83929.5,84275,0,"FALSE"
3,3,18,84121,84121,0,"FALSE"
4,8,8,84092.3333333333,85072,0,"TRUE"
5,2,4,83962.6666666667,84845,0,"FALSE"
6,2,17,84074,84074,0,"FALSE"
8,8,3,83766,84523,0,"TRUE"
9,3,13,83933.5,84001,0,"FALSE"
10,5,16,84036,84036,0,"FALSE"
15,12,11,83812.5,84014,0,"FALSE"
16,2,2,83635.6666666667,84261,0,"TRUE"
17,7,10,84114,85314,0,"FALSE"
18,9,6,83796,85030,0,"TRUE"
20,2,9,84094.3333333333,85180,0,"FALSE"
21,13,14,83864.5,83901,0,"FALSE"
22,16,5,83824.6666666667,85015,0,"TRUE"
24,4,7,83942.6666666667,85043,0,"FALSE"
67,0,19,84220,84220,0,"FALSE"
153,0,20,84951,84951,0,"FALSE"
154,0,12,83851.5,83975,0,"FALSE"
1,2,1,107175,107891,0,"TRUE"
2,9,8,107828.666666667,109307,1,"FALSE"
3,3,3,107311.666666667,108348,0,"FALSE"
4,8,6,107859.333333333,109054,1,"TRUE"
5,2,10,108054,109778,1,"FALSE"
6,2,11,107325,107637,1,"FALSE"
8,8,13,107235,107293,1,"FALSE"
9,3,9,107980.666666667,109514,1,"FALSE"
10,5,7,107885.666666667,109180,1,"TRUE"
15,12,15,107551.5,107690,1,"FALSE"
16,2,16,108231,108231,1,"FALSE"
17,7,4,107565.333333333,108722,0,"FALSE"
18,9,12,107160.5,107180,1,"TRUE"
20,2,2,107369,108204,0,"TRUE"
21,13,18,108350,108350,1,"FALSE"
22,16,5,107670.666666667,108828,1,"FALSE"
24,4,20,108792,108792,1,"FALSE"
67,0,14,107523,107677,1,"FALSE"
153,0,17,108340,108340,1,"FALSE"
154,0,19,108544,108544,1,"FALSE"
1,2,3,91313,92395,0,"TRUE"
2,9,6,91902,92945,1,"FALSE"
3,3,11,91384,91482,1,"TRUE"
4,8,12,91519.5,91638,1,"FALSE"
5,2,9,91361,91499,1,"FALSE"
6,2,17,91718,91718,1,"FALSE"
8,8,8,91773.3333333333,92980,1,"TRUE"
9,3,13,91879,92341,1,"FALSE"
10,5,14,91550,91550,1,"FALSE"
15,12,2,91340,92220,0,"TRUE"
16,2,4,91691.3333333333,92466,1,"FALSE"
18,9,7,91627.6666666667,92962,1,"FALSE"
20,2,1,91128,92160,0,"TRUE"
21,13,16,91704,91704,1,"FALSE"
22,16,5,91662.3333333333,92660,1,"FALSE"
24,4,19,92087,92087,1,"FALSE"
67,0,10,91149.5,91196,1,"FALSE"
153,0,15,91571,91571,1,"FALSE"
154,0,18,92073,92073,1,"FALSE"
1,2,18,85192,85192,1,"TRUE"
2,9,19,85515,85515,1,"FALSE"
3,3,7,81174,82828,0,"FALSE"
4,8,10,82640.3333333333,84842,0,"FALSE"
5,2,17,85052,85052,1,"FALSE"
6,2,9,81420.6666666667,83161,0,"FALSE"
8,8,5,81531,83047,0,"FALSE"
9,3,8,81616.6666666667,83072,0,"TRUE"
15,12,4,81784.3333333333,84621,0,"FALSE"
16,2,3,81704,84447,0,"FALSE"
17,7,2,81731,84722,0,"TRUE"
18,9,14,83400.5,84297,0,"TRUE"
20,2,16,85009,85009,1,"TRUE"
21,13,20,100703,100703,1,"FALSE"
22,16,1,81778.3333333333,84100,0,"FALSE"
24,4,15,84645,84645,1,"FALSE"
67,0,6,81847.3333333333,84591,0,"FALSE"
153,0,12,83502,84773,0,"FALSE"
154,0,13,83435.5,84394,0,"FALSE"
155,0,11,83147.5,84335,0,"FALSE"
1,2,1,100172,100948,0,"FALSE"
2,9,8,101178.666666667,102343,0,"TRUE"
3,3,9,101362,102583,0,"FALSE"
4,8,16,101667,101667,1,"FALSE"
5,2,13,100895.5,100983,1,"FALSE"
6,2,14,101122,101148,1,"FALSE"
8,8,11,100913,101100,0,"FALSE"
9,3,7,101019,101992,0,"FALSE"
15,12,6,100929,101897,0,"FALSE"
16,2,18,101836,101836,1,"FALSE"
17,7,3,100888.333333333,101726,0,"TRUE"
18,9,5,100806,101892,0,"TRUE"
20,2,2,100755,101615,0,"TRUE"
21,13,20,102184,102184,0,"FALSE"
22,16,4,100927,101786,0,"TRUE"
24,4,17,101701,101701,1,"FALSE"
67,0,10,101350.333333333,102713,0,"FALSE"
153,0,15,101596,101689,1,"FALSE"
154,0,19,101950,101950,0,"FALSE"
155,0,12,100906,101035,0,"FALSE"
1,1,1,86157.6666666667,86714,0,"TRUE"
2,8,5,86238,87236,0,"TRUE"
3,2,7,87013.6666666667,88687,0,"TRUE"
4,7,12,86547.5,86907,1,"TRUE"
5,1,3,86065,87079,0,"TRUE"
6,1,14,86652,86891,1,"FALSE"
7,0,18,87446,87446,1,"FALSE"
8,7,16,86140,86140,1,"FALSE"
9,2,2,86095.6666666667,86869,0,"FALSE"
10,4,9,87558.6666666667,89593,1,"FALSE"
11,6,20,88208,88208,1,"FALSE"
12,0,21,88330,88330,1,"FALSE"
13,6,4,86287.6666666667,87178,0,"FALSE"
14,14,8,87161.6666666667,89041,0,"FALSE"
15,11,6,87018.3333333333,88527,0,"FALSE"
16,1,19,87859,87859,1,"FALSE"
17,6,15,86914,86914,1,"FALSE"
18,8,13,86485.5,86712,1,"FALSE"
19,6,22,89059,89059,1,"FALSE"
20,1,10,86272,86702,1,"FALSE"
21,12,17,87207,87207,1,"FALSE"
22,15,11,86271,86369,1,"FALSE"
1,1,4,95576,96709,1,"TRUE"
2,8,7,95710,96753,1,"FALSE"
3,2,16,95756.5,95843,0,"FALSE"
4,7,9,96524.3333333333,98450,1,"FALSE"
5,1,3,95533,96613,1,"TRUE"
6,1,18,96388,96388,1,"FALSE"
7,0,19,96677,96677,1,"FALSE"
8,7,2,95354.3333333333,96230,0,"TRUE"
9,2,6,95777.3333333333,96727,1,"TRUE"
10,4,10,96849,99656,0,"FALSE"
11,6,20,97087,97087,1,"FALSE"
12,0,13,95818,96074,0,"FALSE"
13,6,1,95169,95748,0,"FALSE"
14,14,12,95733,96058,0,"FALSE"
15,11,5,95625.3333333333,96711,1,"TRUE"
16,1,21,97101,97101,1,"FALSE"
17,6,8,95805.3333333333,97009,1,"FALSE"
18,8,11,95527.5,95847,0,"FALSE"
19,6,22,97481,97481,1,"FALSE"
20,1,15,95879.5,96111,0,"FALSE"
21,12,17,96240,96240,0,"FALSE"
22,15,14,95910,96198,0,"FALSE"
1,1,3,92654.6666666667,93292,0,"FALSE"
2,8,6,92927.6666666667,93737,0,"TRUE"
3,2,8,93034.3333333333,94015,0,"FALSE"
4,7,10,93469,95115,0,"FALSE"
5,1,5,92754.3333333333,93488,0,"TRUE"
6,1,16,93164.5,93386,0,"FALSE"
7,0,15,93165,93415,0,"FALSE"
8,7,4,92667.6666666667,93418,0,"TRUE"
9,2,1,92578,93096,0,"TRUE"
10,4,13,92664,92800,0,"FALSE"
11,6,22,95725,95725,0,"FALSE"
12,0,14,92882.5,92975,0,"FALSE"
13,6,2,92082.6666666667,93123,0,"TRUE"
14,14,17,93433,93433,0,"FALSE"
15,11,7,92882,93994,0,"FALSE"
16,1,20,93845,93845,0,"FALSE"
17,6,11,92782.5,93194,0,"FALSE"
18,8,9,93404,95057,0,"FALSE"
19,6,21,94140,94140,0,"FALSE"
20,1,19,93562,93562,0,"FALSE"
21,12,18,93501,93501,0,"FALSE"
22,15,12,92726,92944,0,"FALSE"
1,1,5,81429,82096,0,"TRUE"
2,8,9,81607.6666666667,82542,0,"FALSE"
3,2,15,81410.5,81472,0,"FALSE"
4,7,2,81351.6666666667,81904,0,"FALSE"
5,1,6,81492.6666666667,82231,0,"FALSE"
6,1,12,81403.5,81690,0,"FALSE"
7,0,16,81632,81724,0,"FALSE"
8,7,1,81099.3333333333,81813,0,"TRUE"
9,2,4,81361.6666666667,82065,0,"TRUE"
10,4,14,81328.5,81427,0,"FALSE"
11,6,22,83496,83496,0,"FALSE"
12,0,10,81667.3333333333,82699,0,"FALSE"
13,6,3,81390,82058,0,"TRUE"
14,14,17,81810,81810,0,"FALSE"
15,11,8,81531.3333333333,82529,0,"FALSE"
16,1,20,83224,83224,0,"FALSE"
17,6,7,81635.6666666667,82429,0,"TRUE"
18,8,13,81484,81757,0,"FALSE"
19,6,21,83318,83318,0,"FALSE"
20,1,18,82108,82108,0,"FALSE"
21,12,19,82516,82516,0,"FALSE"
22,15,11,81298.5,81548,0,"FALSE"
1,1,3,86864,87923,0,"TRUE"
2,8,9,87865.3333333333,88882,0,"TRUE"
3,2,11,87189.5,87367,0,"FALSE"
4,7,7,87260,88422,0,"FALSE"
5,1,2,86944.6666666667,87808,0,"FALSE"
6,1,16,87547,87547,0,"FALSE"
7,0,18,87621,87621,0,"FALSE"
8,7,4,86814.3333333333,87936,0,"TRUE"
9,2,5,87093.3333333333,88390,0,"TRUE"
10,4,15,87210,87806,0,"FALSE"
12,0,17,87568,87568,0,"FALSE"
13,6,1,86601,87617,0,"TRUE"
14,14,10,87806,89959,0,"FALSE"
15,11,8,87451,88836,0,"FALSE"
16,1,20,88325,88325,1,"FALSE"
17,6,6,87218.6666666667,88417,0,"FALSE"
18,8,13,87363,87428,0,"FALSE"
20,1,14,87427,87442,0,"FALSE"
21,12,19,87807,87807,1,"FALSE"
22,15,12,87287,87355,0,"FALSE"
1,1,3,75581,75839,0,"TRUE"
2,8,13,76552.5,76650,1,"FALSE"
3,2,6,75923.3333333333,76548,0,"FALSE"
4,7,7,76441.6666666667,76852,0,"FALSE"
5,1,4,75616.3333333333,76165,0,"FALSE"
6,1,14,76617.5,76756,1,"FALSE"
7,0,16,76806,76806,0,"FALSE"
8,7,2,75645.3333333333,75815,0,"FALSE"
9,2,5,75877,76171,0,"TRUE"
10,4,11,76096,76285,1,"FALSE"
12,0,17,76933,76933,0,"FALSE"
13,6,1,75362.3333333333,75787,0,"TRUE"
14,14,10,75962.5,76086,1,"FALSE"
15,11,8,76369,77203,0,"FALSE"
16,1,19,77225,77225,1,"FALSE"
17,6,9,76387.3333333333,77343,0,"TRUE"
18,8,12,76180,76259,1,"FALSE"
20,1,18,76955,76955,1,"TRUE"
21,12,20,77823,77823,0,"FALSE"
22,15,15,76372.5,76537,1,"FALSE"
1,1,1,77276.3333333333,77886,0,"FALSE"
2,8,8,78498.6666666667,79633,0,"TRUE"
3,2,5,78242,78844,0,"FALSE"
4,7,4,77883,78746,0,"FALSE"
5,1,7,78020,79089,0,"FALSE"
6,1,12,77850,78062,0,"FALSE"
7,0,16,78916,78916,1,"FALSE"
8,7,3,77800,78735,0,"FALSE"
9,2,2,77882.6666666667,78498,0,"TRUE"
10,4,11,78176,78321,0,"TRUE"
12,0,15,78449,78505,0,"FALSE"
13,6,6,77877.3333333333,79048,0,"TRUE"
14,14,13,78203,78238,0,"TRUE"
15,11,14,78183,78327,0,"FALSE"
16,1,17,79108,79108,1,"FALSE"
17,6,10,77552.5,77582,0,"FALSE"
18,8,19,83565,83565,1,"FALSE"
21,12,18,79165,79165,1,"FALSE"
22,15,9,79041.3333333333,80848,0,"FALSE"
1,1,3,75873.3333333333,76693,1,"FALSE"
2,8,12,75896,76006,1,"FALSE"
3,2,15,76160,76235,1,"FALSE"
4,7,4,76025.6666666667,76840,1,"FALSE"
5,1,6,76182.6666666667,76944,1,"TRUE"
6,1,16,76243,76243,1,"FALSE"
7,0,14,76058.5,76072,0,"FALSE"
8,7,1,75581,76449,0,"TRUE"
9,2,7,76149,77037,1,"TRUE"
10,4,10,76293.6666666667,77596,1,"FALSE"
12,0,11,75809,75848,1,"FALSE"
13,6,2,75518.3333333333,76490,0,"TRUE"
14,14,9,76294,77426,1,"FALSE"
15,11,5,75934.3333333333,76920,1,"TRUE"
16,1,20,77053,77053,1,"FALSE"
17,6,8,76247,77233,1,"FALSE"
18,8,17,76306,76306,1,"FALSE"
20,1,13,75867,75918,1,"FALSE"
21,12,19,76971,76971,1,"FALSE"
22,15,18,76330,76330,1,"FALSE"
1,1,4,80553.3333333333,81835,0,"TRUE"
2,8,5,80899,81873,0,"TRUE"
3,2,18,81668,81668,1,"FALSE"
4,7,6,81006.3333333333,82029,0,"FALSE"
5,1,1,80201,81049,0,"TRUE"
6,1,15,81259.5,81407,0,"FALSE"
7,0,13,80557.5,80584,0,"FALSE"
8,7,3,80682.3333333333,81706,0,"TRUE"
9,2,10,80116,80444,0,"FALSE"
10,4,12,80583.5,80893,0,"FALSE"
12,0,7,81141.3333333333,82491,0,"FALSE"
13,6,9,81355.6666666667,83305,0,"FALSE"
14,14,11,80699,81224,0,"FALSE"
15,11,14,80873,81145,0,"FALSE"
16,1,19,81786,81786,1,"FALSE"
17,6,2,80748.6666666667,81554,0,"FALSE"
18,8,17,81631,81631,0,"FALSE"
20,1,8,81226,83251,0,"FALSE"
21,12,20,81885,81885,1,"FALSE"
22,15,16,81512,81512,0,"TRUE"
1,1,1,75162.3333333333,75666,0,"TRUE"
2,8,12,75588.5,75596,0,"TRUE"
3,2,13,75748,75863,0,"FALSE"
4,7,5,75748.3333333333,76385,0,"FALSE"
5,1,3,75491.3333333333,76143,0,"TRUE"
6,1,16,76083,76083,0,"FALSE"
7,0,15,75892.5,75927,0,"FALSE"
8,7,6,75513,76389,0,"FALSE"
9,2,7,75871.6666666667,76521,0,"FALSE"
10,4,11,75534,75560,0,"FALSE"
12,0,17,76189,76189,0,"TRUE"
13,6,2,75175.6666666667,75859,0,"TRUE"
14,14,10,76272,77503,0,"FALSE"
15,11,4,75624.3333333333,76191,0,"FALSE"
16,1,19,76657,76657,0,"FALSE"
17,6,8,76131.6666666667,77014,0,"FALSE"
18,8,14,75847,75993,0,"FALSE"
20,1,9,76065.3333333333,77244,0,"FALSE"
21,12,20,76963,76963,0,"FALSE"
22,15,18,76246,76246,0,"FALSE"
1,1,1,79916,80899,0,"TRUE"
2,8,16,81045,81045,1,"FALSE"
3,2,15,80748,80748,1,"FALSE"
4,7,7,80581,81698,0,"TRUE"
5,1,2,80188.3333333333,81140,0,"TRUE"
6,1,17,81085,81085,1,"FALSE"
7,0,14,80801.5,80963,1,"FALSE"
8,7,6,80356,81516,0,"TRUE"
9,2,4,80370,81281,0,"FALSE"
10,4,5,80184,81326,0,"TRUE"
12,0,10,81028.3333333333,82371,0,"FALSE"
13,6,3,79945.6666666667,81191,0,"FALSE"
14,14,13,80503.5,80505,0,"FALSE"
15,11,9,80398.3333333333,81767,0,"FALSE"
16,1,20,82113,82113,0,"FALSE"
17,6,8,80617,81732,0,"FALSE"
18,8,12,80610,80888,0,"FALSE"
20,1,11,80150.5,80157,0,"FALSE"
21,12,19,81670,81670,1,"FALSE"
22,15,18,81332,81332,1,"FALSE"
1,1,2,98539,99199,0,"TRUE"
2,8,8,99076,100631,0,"FALSE"
3,2,9,99217.3333333333,100721,0,"FALSE"
4,7,12,98351.5,98435,0,"FALSE"
5,1,5,98904.3333333333,99937,0,"TRUE"
6,1,11,98547.5,98667,0,"FALSE"
7,0,10,99263,100750,0,"FALSE"
8,7,4,98806.6666666667,99488,0,"FALSE"
9,2,3,98596.3333333333,99392,0,"TRUE"
10,4,13,98515.5,98532,0,"FALSE"
12,0,15,98765.5,98787,0,"FALSE"
13,6,1,98341.3333333333,98989,0,"TRUE"
14,14,17,99235,99235,0,"FALSE"
15,11,7,98728.3333333333,100309,0,"TRUE"
16,1,20,99943,99943,0,"FALSE"
17,6,14,98537,98559,0,"FALSE"
18,8,16,98880,98880,0,"FALSE"
20,1,6,98708.3333333333,100142,0,"FALSE"
21,12,18,99268,99268,0,"FALSE"
22,15,19,99811,99811,0,"FALSE"
1,1,1,106771,107338,0,"TRUE"
2,8,5,107348.333333333,108315,0,"TRUE"
3,2,15,107466,107503,0,"FALSE"
4,7,6,107383,108504,0,"TRUE"
5,1,3,106888,107815,0,"FALSE"
6,1,19,108268,108268,0,"FALSE"
7,0,9,107424,108951,0,"FALSE"
8,7,4,107083.333333333,107992,0,"FALSE"
9,2,8,107450,108763,0,"FALSE"
10,4,13,107177,107359,0,"FALSE"
12,0,12,107008.5,107052,0,"FALSE"
13,6,2,106980.666666667,107678,0,"TRUE"
14,14,14,107075,107132,0,"FALSE"
15,11,11,107174.5,107400,0,"FALSE"
16,1,18,108226,108226,0,"FALSE"
17,6,7,107606.666666667,108736,0,"FALSE"
18,8,17,108211,108211,0,"FALSE"
20,1,10,108091.666666667,110319,0,"TRUE"
21,12,20,108447,108447,0,"FALSE"
22,15,16,108153,108153,0,"FALSE"
1,1,15,97329.5,99265,0,"FALSE"
2,8,10,97413.6666666667,99906,0,"TRUE"
3,2,5,96716.6666666667,98767,0,"FALSE"
4,7,8,97522,99751,0,"TRUE"
5,1,2,96229.3333333333,97631,0,"TRUE"
6,1,18,96653,96653,0,"FALSE"
7,0,4,96721,98445,0,"FALSE"
8,7,14,96743.5,97522,0,"FALSE"
9,2,11,96125,96697,0,"TRUE"
