"driverId","driverExpYears","qualiResultPosition","meanPace","maxPace","grid_penalty","is_top_5"
22,17,18,83125,83125,1,"FALSE"
24,5,17,82969,83084,1,"FALSE"
30,19,6,81793,82528,0,"TRUE"
37,11,12,82118.5,82211,0,"FALSE"
67,1,15,82445,82699,1,"FALSE"
153,1,16,82400,82593,1,"FALSE"
155,1,10,82095.3333333333,82577,0,"FALSE"
807,0,13,82494,82857,0,"FALSE"
808,0,14,82557.5,82976,1,"FALSE"
810,0,22,85556,85556,1,"FALSE"
811,0,24,87122,87122,1,"FALSE"
812,0,23,86750,86750,1,"FALSE"
1,3,5,74878.3333333333,75676,0,"TRUE"
3,4,6,74702.3333333333,75188,0,"FALSE"
5,3,18,77094,77094,0,"FALSE"
9,4,2,74571.3333333333,75045,0,"TRUE"
10,6,20,77377,77377,0,"FALSE"
13,8,4,74481.6666666667,74757,0,"TRUE"
15,13,19,77134,77134,0,"FALSE"
16,3,12,75381.5,75445,0,"FALSE"
17,8,1,74441,75035,0,"TRUE"
18,10,8,75136.6666666667,75623,0,"FALSE"
20,3,3,74635,75110,0,"TRUE"
22,17,9,75191.3333333333,75590,0,"FALSE"
24,5,10,75209.3333333333,75397,0,"FALSE"
30,19,7,74976.6666666667,75649,0,"FALSE"
37,11,15,75800,75908,0,"FALSE"
67,1,13,75687,75961,0,"FALSE"
153,1,17,76098.5,76176,0,"FALSE"
155,1,16,76083.5,76175,0,"FALSE"
807,0,11,75673.5,76030,0,"FALSE"
808,0,14,75529,75576,0,"FALSE"
810,0,21,77864,77864,0,"FALSE"
811,0,22,78509,78509,0,"FALSE"
812,0,23,79559,79559,0,"FALSE"
1,3,2,87037.6666666667,87667,0,"TRUE"
3,4,6,87247.3333333333,87649,0,"TRUE"
4,9,12,87734.5,87857,0,"FALSE"
5,3,20,90519,90519,0,"FALSE"
9,4,7,87410.3333333333,87766,0,"FALSE"
10,6,21,90744,90744,0,"FALSE"
13,8,8,87425,87993,0,"FALSE"
15,13,19,90237,90237,0,"FALSE"
16,3,11,87738,87951,0,"FALSE"
17,8,1,86871,87500,0,"TRUE"
18,10,4,87204.3333333333,87555,0,"TRUE"
20,3,3,86852,87067,0,"FALSE"
22,17,15,88364,88392,0,"FALSE"
24,5,18,88958,88958,0,"FALSE"
30,19,5,87350.3333333333,87756,0,"TRUE"
37,11,13,88013,88147,0,"FALSE"
67,1,14,88403.5,88534,0,"FALSE"
153,1,16,88500,88540,0,"FALSE"
155,1,10,87904.6666666667,88158,0,"FALSE"
807,0,17,88534,88841,0,"FALSE"
808,0,9,87479,87620,0,"FALSE"
810,0,23,91989,91989,0,"FALSE"
811,0,22,91266,91266,0,"FALSE"
812,0,24,92060,92060,0,"FALSE"
1,3,1,75507.3333333333,75889,0,"TRUE"
3,4,10,76140.6666666667,76350,0,"FALSE"
4,9,4,75734.3333333333,76171,1,"TRUE"
5,3,19,78237,78237,0,"FALSE"
9,4,8,75922.3333333333,76370,0,"FALSE"
10,6,21,78941,78941,0,"FALSE"
13,8,7,76225,76673,1,"FALSE"
15,13,20,78698,78698,0,"FALSE"
16,3,9,76223.6666666667,76495,0,"FALSE"
17,8,2,75829.3333333333,76423,1,"TRUE"
18,10,5,75877.6666666667,76371,1,"TRUE"
20,3,3,75701.6666666667,76129,1,"TRUE"
22,17,11,76657,76880,0,"FALSE"
24,5,6,76301.6666666667,77086,1,"FALSE"
30,19,13,76545,76598,0,"FALSE"
37,11,17,77497.5,77611,0,"FALSE"
67,1,15,77142,77356,0,"FALSE"
153,1,16,77028,77029,0,"FALSE"
155,1,18,78019,78019,0,"FALSE"
807,0,12,76604,76770,0,"FALSE"
808,0,14,76706.5,76844,0,"FALSE"
810,0,23,79675,79675,0,"FALSE"
811,0,22,79484,79484,0,"FALSE"
812,0,24,87757,87757,0,"FALSE"
1,3,3,98274.6666666667,98697,0,"TRUE"
3,4,12,98689.5,98752,0,"FALSE"
4,9,4,98242,98472,0,"FALSE"
5,3,20,100882,100882,0,"FALSE"
9,4,6,98110.3333333333,98137,0,"TRUE"
10,6,22,102140,102140,0,"FALSE"
13,8,5,98276.6666666667,98657,0,"FALSE"
15,13,19,100658,100658,0,"FALSE"
16,3,13,98936,99021,0,"FALSE"
17,8,2,98084,98549,0,"FALSE"
18,10,7,98323,98399,0,"TRUE"
20,3,1,97975.3333333333,98324,0,"TRUE"
22,17,9,98401,98449,0,"TRUE"
24,5,14,98926.5,98969,0,"FALSE"
30,19,15,99114,99234,0,"FALSE"
37,11,16,99133.5,99264,0,"FALSE"
67,1,11,98841,99096,0,"FALSE"
153,1,17,99293,99458,0,"FALSE"
155,1,18,99343,99343,0,"FALSE"
807,0,8,98598,98843,0,"FALSE"
808,0,10,98693,99004,0,"FALSE"
810,0,21,102086,102086,0,"FALSE"
811,0,24,102851,102851,0,"FALSE"
812,0,23,102600,102600,0,"FALSE"
1,3,4,90990.3333333333,91297,0,"TRUE"
3,4,5,91112,91626,0,"TRUE"
4,9,3,90707.6666666667,90997,0,"FALSE"
5,3,19,94405,94405,1,"FALSE"
9,4,6,91354.6666666667,91680,0,"FALSE"
10,6,20,94775,94775,1,"FALSE"
13,8,7,91165,91313,0,"FALSE"
15,13,21,94864,94864,0,"FALSE"
16,3,11,91254,91399,0,"FALSE"
17,8,2,90243.3333333333,90858,0,"TRUE"
18,10,14,91567,91699,0,"TRUE"
20,3,1,90312,90841,0,"FALSE"
22,17,8,91241.6666666667,91424,0,"TRUE"
24,5,15,91967,92226,1,"FALSE"
29,4,24,96968,96968,0,"FALSE"
30,19,10,91503.3333333333,92058,0,"FALSE"
37,11,9,91378,91533,0,"FALSE"
67,1,17,91956.5,92012,1,"FALSE"
153,1,18,92430,92430,1,"FALSE"
155,1,12,91636,91851,0,"FALSE"
807,0,13,91889.5,92144,0,"FALSE"
808,0,16,91717,91796,1,"FALSE"
810,0,22,95212,95212,0,"FALSE"
812,0,23,96576,96576,0,"FALSE"
1,3,6,74853,75505,0,"TRUE"
3,4,9,75458.3333333333,76178,0,"FALSE"
4,9,2,74227.3333333333,74808,0,"TRUE"
5,3,19,78300,78300,1,"FALSE"
9,4,7,75216.6666666667,75736,0,"FALSE"
10,6,20,78343,78343,1,"FALSE"
13,8,3,74661.3333333333,75216,0,"TRUE"
15,13,18,77583,77583,1,"FALSE"
16,3,14,75843.5,76220,1,"FALSE"
17,8,4,74673.6666666667,75334,0,"FALSE"
18,10,5,74988.6666666667,75823,0,"TRUE"
20,3,1,74397.3333333333,75152,0,"TRUE"
22,17,8,75401.6666666667,76398,0,"FALSE"
24,5,22,78952,78952,1,"FALSE"
29,4,23,79844,79844,1,"FALSE"
30,19,11,75555,76084,0,"FALSE"
37,11,15,76000,76450,1,"FALSE"
67,1,17,76001.5,76029,1,"FALSE"
153,1,16,76126,76664,1,"FALSE"
155,1,12,75517.5,75951,0,"FALSE"
807,0,10,75556.3333333333,76387,0,"FALSE"
808,0,13,75914,76521,0,"FALSE"
811,0,21,78592,78592,1,"FALSE"
1,3,5,80943.6666666667,81455,0,"FALSE"
3,4,6,81035,81212,0,"FALSE"
4,9,3,80500.6666666667,81278,0,"TRUE"
5,3,20,84120,84120,1,"FALSE"
9,4,8,81118,81328,0,"FALSE"
10,6,19,84050,84050,1,"FALSE"
13,8,4,80829,81299,0,"TRUE"
15,13,21,84199,84199,1,"FALSE"
16,3,13,81798.5,82080,0,"FALSE"
17,8,2,79949,81132,0,"TRUE"
18,10,11,81357,81422,0,"FALSE"
20,3,1,79587.6666666667,80417,0,"TRUE"
22,17,12,81404.5,81478,0,"FALSE"
24,5,16,81858,81927,0,"FALSE"
29,4,24,86453,86453,0,"FALSE"
30,19,14,81735,81840,0,"FALSE"
37,11,9,81525,81891,0,"FALSE"
67,1,15,81939.5,81982,0,"FALSE"
153,1,17,81988,81998,0,"FALSE"
155,1,18,82222,82222,1,"FALSE"
807,0,10,81527.6666666667,81710,0,"FALSE"
808,0,7,81194.6666666667,81558,0,"TRUE"
810,0,22,85118,85118,1,"FALSE"
811,0,23,86391,86391,1,"FALSE"
1,3,2,109593.333333333,116706,0,"TRUE"
3,4,12,111355.5,114826,1,"FALSE"
4,9,10,110669.333333333,117023,0,"FALSE"
5,3,16,116161.5,121343,1,"FALSE"
9,4,3,109820.333333333,116041,0,"TRUE"
10,6,17,116682.5,121316,1,"FALSE"
13,8,6,110653,118323,0,"TRUE"
15,13,18,121491,121491,1,"FALSE"
16,3,8,110893.666666667,118730,0,"TRUE"
17,8,1,110127.666666667,117352,0,"TRUE"
18,10,5,110325.666666667,117981,0,"FALSE"
20,3,4,110619.666666667,118487,0,"FALSE"
22,17,7,110052,115757,0,"FALSE"
24,5,14,114891,121102,1,"FALSE"
29,4,21,123941,123941,1,"FALSE"
30,19,11,112093.5,116313,1,"FALSE"
37,11,22,125294,125294,1,"FALSE"
67,1,15,114797.5,120386,1,"FALSE"
153,1,13,113605.5,118944,1,"FALSE"
155,1,19,122284,122284,1,"FALSE"
807,0,9,110105.333333333,115442,0,"FALSE"
810,0,23,138754,138754,1,"FALSE"
811,0,20,123612,123612,1,"FALSE"
1,3,5,82615.6666666667,82830,0,"FALSE"
3,4,7,83203.6666666667,83529,0,"TRUE"
4,9,1,82301.6666666667,82646,0,"TRUE"
5,3,19,85742,85742,1,"FALSE"
9,4,9,83051,83234,0,"FALSE"
10,6,21,85934,85934,1,"FALSE"
13,8,3,82441.3333333333,82610,0,"TRUE"
15,13,18,85540,85540,1,"FALSE"
16,3,11,83346,83493,0,"FALSE"
17,8,4,82856.6666666667,83431,0,"FALSE"
18,10,2,82507.6666666667,83085,0,"TRUE"
20,3,6,82870.3333333333,83235,0,"TRUE"
22,17,10,83388.3333333333,83695,0,"FALSE"
24,5,20,85774,85774,1,"FALSE"
29,4,24,87020,87020,1,"FALSE"
30,19,12,83614,83840,0,"FALSE"
37,11,17,84243,84442,1,"FALSE"
67,1,14,83712.5,83744,0,"FALSE"
153,1,16,84001,84083,1,"FALSE"
155,1,13,83966,84273,0,"FALSE"
807,0,8,83180.6666666667,83516,0,"FALSE"
808,0,15,83952.5,84086,1,"FALSE"
810,0,22,85974,85974,1,"FALSE"
811,0,23,86847,86847,1,"FALSE"
1,3,3,106636.333333333,108296,0,"FALSE"
2,10,15,108626.5,108696,1,"FALSE"
3,4,7,107260,108554,0,"TRUE"
4,9,1,105913.333333333,106541,0,"TRUE"
5,3,19,110915,110915,0,"FALSE"
9,4,8,107066.333333333,107657,0,"FALSE"
10,6,18,110271,110271,0,"FALSE"
15,13,21,111641,111641,0,"FALSE"
16,3,16,108697.5,108899,1,"FALSE"
17,8,5,106324.333333333,107088,0,"TRUE"
18,10,4,106822,108032,0,"TRUE"
20,3,2,105992.666666667,106960,0,"TRUE"
22,17,6,107146,108183,0,"FALSE"
24,5,17,108974.5,108988,1,"FALSE"
30,19,9,107429,108425,0,"FALSE"
32,6,22,112946,112946,0,"FALSE"
67,1,14,108782.5,109063,1,"FALSE"
153,1,11,107896.5,108127,0,"FALSE"
155,1,10,108117,108908,0,"FALSE"
807,0,12,107829,107984,1,"FALSE"
808,0,13,108535.5,108906,1,"FALSE"
810,0,20,111107,111107,0,"FALSE"
811,0,23,114174,114174,0,"FALSE"
1,3,3,91833.6666666667,92809,1,"TRUE"
2,10,11,92599,93011,0,"FALSE"
3,4,7,91872.6666666667,92238,1,"FALSE"
4,9,5,91908.6666666667,92555,1,"TRUE"
5,3,20,95464,95464,0,"FALSE"
9,4,4,92027,92808,1,"FALSE"
10,6,22,96332,96332,0,"FALSE"
13,8,12,92521,92721,0,"FALSE"
15,13,19,95346,95346,0,"FALSE"
16,3,15,92922.5,93186,0,"FALSE"
17,8,2,91523.3333333333,92476,0,"TRUE"
18,10,6,91925.6666666667,92636,1,"TRUE"
20,3,1,91334.6666666667,92035,0,"TRUE"
22,17,8,91923.3333333333,92361,1,"FALSE"
24,5,17,93185,93216,0,"FALSE"
29,4,24,97365,97365,0,"FALSE"
30,19,10,92144,92513,0,"FALSE"
67,1,18,93568,93568,0,"FALSE"
153,1,16,93271,93471,0,"FALSE"
155,1,14,92605,92783,0,"FALSE"
807,0,9,91898.6666666667,92211,0,"FALSE"
808,0,13,92635.5,92849,0,"FALSE"
810,0,21,96265,96265,0,"FALSE"
811,0,23,97270,97270,0,"FALSE"
1,3,4,96457.3333333333,97113,0,"TRUE"
2,10,13,97943,98171,0,"FALSE"
3,4,5,97011.3333333333,97708,0,"FALSE"
4,9,3,96399,97144,0,"TRUE"
5,3,21,101768,101768,0,"FALSE"
9,4,8,97235.3333333333,97703,0,"TRUE"
10,6,20,100748,100748,1,"FALSE"
13,8,6,96751.6666666667,97515,0,"TRUE"
15,13,19,100521,100521,1,"FALSE"
16,3,14,98177.5,98572,0,"FALSE"
17,8,2,96357,97373,0,"FALSE"
18,10,7,97306,98123,0,"FALSE"
20,3,1,96260.6666666667,97123,0,"FALSE"
22,17,10,97588.6666666667,98257,0,"FALSE"
24,5,18,98955,98955,1,"FALSE"
29,4,23,102444,102444,0,"FALSE"
30,19,9,97335.6666666667,97980,0,"TRUE"
67,1,17,98607.5,98621,1,"FALSE"
153,1,16,98218,98583,1,"FALSE"
155,1,12,98036,98429,0,"FALSE"
807,0,11,97867.5,98115,0,"FALSE"
808,0,15,97986.5,98174,1,"FALSE"
810,0,22,102325,102325,0,"FALSE"
811,0,24,103283,103283,0,"FALSE"
1,3,4,78199.6666666667,79931,0,"TRUE"
2,10,16,80036.5,80174,1,"FALSE"
3,4,13,79819.5,80153,0,"FALSE"
4,9,5,77995.3333333333,79010,0,"TRUE"
5,3,21,82378,82378,1,"FALSE"
9,4,7,78226,79249,0,"FALSE"
10,6,19,82130,82130,1,"FALSE"
13,8,9,78693,79778,0,"FALSE"
15,13,20,82250,82250,1,"FALSE"
16,3,18,80830,80830,1,"FALSE"
17,8,3,77726,79025,0,"TRUE"
18,10,11,79596.5,79905,0,"TRUE"
20,3,2,77790,79160,0,"TRUE"
22,17,6,78309,79799,0,"FALSE"
24,5,17,80474.5,80592,1,"FALSE"
30,19,8,78575.6666666667,79879,0,"FALSE"
32,6,23,83083,83083,0,"FALSE"
67,1,15,79971.5,80096,1,"FALSE"
153,1,14,79869.5,80158,0,"FALSE"
155,1,12,79563,79741,0,"FALSE"
807,0,1,77888,80050,0,"FALSE"
808,0,10,78999.3333333333,80189,0,"FALSE"
810,0,22,82810,82810,1,"FALSE"
811,0,24,83796,83796,0,"FALSE"
1,3,2,99959.6666666667,100335,0,"TRUE"
2,10,14,101261,101409,0,"FALSE"
3,4,9,100293.333333333,100589,0,"TRUE"
4,9,3,100091,100311,0,"FALSE"
5,3,20,103712,103712,0,"FALSE"
9,4,11,101058,101336,0,"TRUE"
10,6,21,104095,104095,0,"FALSE"
13,8,6,100489,100942,0,"FALSE"
15,13,19,103516,103516,0,"FALSE"
16,3,13,101193.5,101473,0,"FALSE"
17,8,5,100229.666666667,100690,0,"FALSE"
18,10,4,100238,100877,0,"TRUE"
20,3,1,99862,100318,0,"TRUE"
22,17,7,100527.666666667,100904,0,"FALSE"
24,5,16,101661.5,101681,0,"FALSE"
30,19,8,100730,101222,0,"FALSE"
32,6,24,105296,105296,0,"FALSE"
67,1,18,101824,101824,0,"FALSE"
153,1,17,101722.5,101738,0,"FALSE"
155,1,12,100914,101045,0,"FALSE"
807,0,15,101216.5,101418,0,"FALSE"
808,0,10,100859,101018,0,"FALSE"
810,0,22,104510,104510,0,"FALSE"
811,0,23,105085,105085,0,"FALSE"
1,4,2,84762,85384,0,"TRUE"
2,11,18,87239,87239,0,"FALSE"
3,5,7,85627.6666666667,85856,0,"FALSE"
4,10,5,85307.6666666667,85707,0,"TRUE"
5,4,19,89254,89254,0,"FALSE"
10,7,21,89858,89858,0,"FALSE"
13,9,8,85747,86031,0,"FALSE"
15,14,20,89342,89342,0,"FALSE"
16,4,16,88826,91407,0,"FALSE"
17,9,3,84984.3333333333,85900,0,"TRUE"
18,11,4,85207.3333333333,85886,0,"FALSE"
20,4,1,84305,85296,0,"TRUE"
22,18,17,86270,86270,0,"FALSE"
30,20,11,85966.5,85971,0,"FALSE"
67,2,10,86393.3333333333,87066,0,"FALSE"
153,2,12,86361.5,86620,0,"FALSE"
155,2,9,85582.6666666667,85717,0,"FALSE"
808,1,6,85457.3333333333,85582,0,"TRUE"
813,0,15,86533,86768,0,"FALSE"
814,0,14,86980.5,87222,0,"FALSE"
815,0,13,85960,86108,0,"FALSE"
816,0,22,90822,90822,0,"FALSE"
1,4,2,95895.6666666667,96861,0,"FALSE"
2,11,6,96719.6666666667,97224,0,"TRUE"
3,5,9,96837.6666666667,97316,0,"FALSE"
4,10,5,96339.6666666667,96897,0,"FALSE"
5,4,19,98645,98645,0,"FALSE"
10,7,21,100648,100648,0,"FALSE"
13,9,7,96517.3333333333,96744,0,"TRUE"
15,14,20,98791,98791,0,"FALSE"
16,4,17,97643,97693,0,"FALSE"
17,9,3,96394.3333333333,97924,0,"TRUE"
18,11,4,95934,97033,0,"TRUE"
20,4,1,96090.6666666667,97468,0,"TRUE"
22,18,15,97829.5,98163,0,"FALSE"
24,6,23,101549,101549,0,"FALSE"
30,20,11,96969.5,97035,0,"FALSE"
39,6,24,102574,102574,0,"FALSE"
67,2,12,97426.5,97693,0,"FALSE"
153,2,13,97512,97677,0,"FALSE"
155,2,10,96835,96994,0,"FALSE"
808,1,8,96725.3333333333,97210,0,"FALSE"
813,0,18,98276,98276,0,"FALSE"
814,0,14,97707.5,98045,0,"FALSE"
815,0,16,97643.5,97759,0,"FALSE"
816,0,22,101001,101001,0,"FALSE"
1,4,3,95013.3333333333,96091,0,"TRUE"
2,11,16,96260.5,96611,0,"FALSE"
3,5,4,95264,95850,0,"TRUE"
4,10,5,95224.3333333333,95389,0,"FALSE"
5,4,19,97894,97894,0,"FALSE"
10,7,22,99708,99708,0,"FALSE"
13,9,6,95353.3333333333,95478,0,"FALSE"
15,14,20,98318,98318,0,"FALSE"
16,4,11,95983,96092,0,"FALSE"
17,9,18,96468,96468,0,"TRUE"
18,11,2,95002.3333333333,95924,0,"TRUE"
20,4,1,94718.6666666667,95674,0,"TRUE"
22,18,15,96188,96465,0,"FALSE"
24,6,23,100212,100212,0,"FALSE"
30,20,14,95982.5,96457,0,"FALSE"
39,6,24,100445,100445,0,"FALSE"
67,2,9,95937.6666666667,96203,0,"FALSE"
153,2,7,95951.3333333333,96158,0,"FALSE"
155,2,13,96191.5,96236,0,"FALSE"
808,1,10,95259.5,95370,0,"FALSE"
813,0,17,96538.5,96956,0,"FALSE"
814,0,8,95916.6666666667,96190,0,"FALSE"
815,0,12,96049.5,96053,0,"FALSE"
816,0,21,99119,99119,0,"FALSE"
1,4,4,86250.6666666667,87091,0,"TRUE"
2,11,9,87100,87901,0,"FALSE"
3,5,3,86296.3333333333,87514,0,"TRUE"
4,10,5,86450.6666666667,87349,0,"TRUE"
5,4,18,88780,88780,0,"FALSE"
10,7,22,90813,90813,1,"FALSE"
13,9,10,86704,87013,0,"FALSE"
15,14,19,89673,89673,0,"FALSE"
16,4,12,87209.5,87392,0,"FALSE"
17,9,2,86206.3333333333,87090,0,"TRUE"
18,11,6,86613.6666666667,87374,0,"FALSE"
20,4,1,85899.3333333333,87039,0,"TRUE"
22,18,11,87505,88246,0,"FALSE"
24,6,21,90692,90692,1,"FALSE"
30,20,8,86821.3333333333,87697,0,"FALSE"
39,6,23,91564,91564,1,"FALSE"
67,2,16,87437.5,87620,0,"FALSE"
153,2,17,87813.5,88055,0,"FALSE"
808,1,7,86808.3333333333,87475,0,"FALSE"
813,0,14,87316,87396,0,"FALSE"
814,0,13,87385,87625,0,"FALSE"
815,0,15,87511,87778,0,"FALSE"
816,0,20,90445,90445,1,"FALSE"
1,4,3,82826.3333333333,84370,0,"TRUE"
3,5,7,82891.6666666667,83507,0,"FALSE"
4,10,4,82754,83485,0,"TRUE"
5,4,15,85638.5,85874,0,"FALSE"
10,7,20,87315,87315,0,"FALSE"
13,9,8,83140,83506,0,"FALSE"
15,14,18,86521,86521,0,"FALSE"
16,4,17,85609.5,86571,0,"FALSE"
17,9,1,82124.3333333333,83619,0,"TRUE"
18,11,5,82824.6666666667,84428,0,"TRUE"
20,4,2,82287.6666666667,84142,0,"TRUE"
22,18,19,86910,86910,0,"FALSE"
24,6,21,87809,87809,0,"FALSE"
30,20,10,82815.5,82960,0,"FALSE"
39,6,22,87908,87908,0,"FALSE"
67,2,11,83596.5,83962,0,"FALSE"
153,2,13,83871.5,84049,0,"FALSE"
155,2,14,83679,83702,0,"FALSE"
808,1,6,82829.3333333333,83069,0,"FALSE"
813,0,9,83070.6666666667,83406,0,"FALSE"
814,0,16,85229,86126,0,"FALSE"
815,0,12,83788,84209,0,"FALSE"
816,0,23,88556,88556,0,"FALSE"
1,4,7,74920.6666666667,75280,1,"FALSE"
2,11,16,76447.5,76681,1,"FALSE"
3,5,8,75455,75858,1,"FALSE"
4,10,4,75034.3333333333,76051,0,"TRUE"
5,4,18,77343,77343,1,"FALSE"
10,7,21,77914,77914,1,"FALSE"
13,9,6,75278,76309,0,"FALSE"
15,14,19,77381,77381,1,"FALSE"
16,4,15,76360.5,76600,1,"FALSE"
17,9,3,74949.3333333333,76087,0,"TRUE"
18,11,2,74646.3333333333,75397,0,"TRUE"
20,4,1,74479.6666666667,75606,0,"TRUE"
22,18,12,76221,76616,1,"FALSE"
30,20,5,75251.6666666667,76092,0,"FALSE"
67,2,17,76329,76358,1,"FALSE"
153,2,20,77820,77820,1,"FALSE"
155,2,13,76243,76513,1,"TRUE"
808,1,11,76096.5,76378,1,"FALSE"
813,0,9,75964,76528,1,"FALSE"
814,0,14,76465.5,76813,1,"FALSE"
816,0,22,78736,78736,1,"FALSE"
1,4,5,73868.3333333333,74114,0,"FALSE"
2,11,9,74541.6666666667,75096,0,"FALSE"
3,5,6,74228,74920,0,"FALSE"
4,10,2,73564.3333333333,73822,0,"FALSE"
5,4,20,76786,76786,1,"FALSE"
10,7,22,78537,78537,1,"FALSE"
13,9,3,73558,74026,0,"FALSE"
15,14,19,76745,76745,1,"FALSE"
16,4,14,75109,75287,0,"FALSE"
17,9,4,73819.3333333333,74375,0,"TRUE"
18,11,7,74055.6666666667,74374,0,"TRUE"
20,4,1,73503.6666666667,74011,0,"TRUE"
22,18,16,75346,75361,0,"FALSE"
24,6,21,78424,78424,1,"FALSE"
30,20,8,74358.6666666667,74970,0,"TRUE"
37,12,17,75908,76229,0,"FALSE"
39,6,23,78574,78574,1,"FALSE"
67,2,15,75617.5,75901,0,"FALSE"
153,2,18,76294,76294,1,"FALSE"
155,2,13,75489.5,75694,0,"FALSE"
808,1,10,74379.3333333333,74699,0,"TRUE"
813,0,12,75314,75585,0,"FALSE"
814,0,11,74813,74874,0,"FALSE"
816,0,24,79414,79414,1,"FALSE"
1,4,3,98117,99244,0,"TRUE"
2,11,9,99329,99877,0,"FALSE"
3,5,7,98623.3333333333,99266,0,"FALSE"
4,10,4,98369.6666666667,99725,0,"TRUE"
5,4,19,101664,101664,0,"FALSE"
10,7,21,102553,102553,0,"FALSE"
13,9,5,98171.3333333333,98566,0,"TRUE"
15,14,20,102234,102234,0,"FALSE"
16,4,10,99181.5,99329,0,"FALSE"
17,9,2,98392.3333333333,99956,0,"TRUE"
18,11,6,98282.3333333333,99453,0,"FALSE"
20,4,1,97798.6666666667,99116,0,"TRUE"
22,18,13,99545.5,99602,0,"FALSE"
24,6,22,103584,103584,0,"FALSE"
30,20,8,98601,99198,0,"FALSE"
39,6,24,104363,104363,0,"FALSE"
67,2,17,99695,99711,0,"FALSE"
153,2,18,100232,100232,0,"FALSE"
155,2,14,99828,100131,0,"FALSE"
808,1,11,99379,99690,0,"FALSE"
813,0,15,99667.5,99690,0,"FALSE"
814,0,12,99637,99852,0,"FALSE"
815,0,16,99575.5,99657,0,"FALSE"
816,0,23,103735,103735,0,"FALSE"
1,4,10,92820.6666666667,93581,0,"TRUE"
2,11,16,94468.5,95132,0,"FALSE"
3,5,9,92896.6666666667,94186,0,"FALSE"
4,10,3,91743,92986,0,"TRUE"
5,4,17,94872,94923,0,"FALSE"
10,7,20,96203,96203,0,"FALSE"
13,9,4,91841.3333333333,92760,0,"TRUE"
15,14,21,96456,96456,0,"FALSE"
16,4,11,93535.5,94454,0,"FALSE"
17,9,1,91580.6666666667,92670,0,"TRUE"
18,11,5,92800.3333333333,94230,0,"FALSE"
20,4,2,91929,92977,0,"TRUE"
22,18,15,93325.5,93532,0,"FALSE"
24,6,23,97484,97484,0,"FALSE"
30,20,13,93408,94160,0,"FALSE"
67,2,19,95749,95749,0,"FALSE"
153,2,18,95245,95245,0,"FALSE"
155,2,8,92950.3333333333,94324,0,"FALSE"
808,1,14,93581,94428,0,"FALSE"
813,0,7,92407.6666666667,92702,0,"FALSE"
814,0,6,92990,94472,0,"FALSE"
815,0,12,93384.5,94145,0,"FALSE"
816,0,22,97154,97154,0,"FALSE"
817,0,24,98059,98059,0,"FALSE"
1,4,2,91355.3333333333,92934,0,"TRUE"
2,11,11,92360,92505,0,"FALSE"
3,5,6,91797,92785,0,"FALSE"
4,10,4,91502.6666666667,92916,0,"TRUE"
5,4,19,95599,95599,1,"FALSE"
10,7,20,96400,96400,1,"FALSE"
13,9,5,91439.3333333333,91826,0,"TRUE"
16,4,8,92035,92286,0,"FALSE"
17,9,1,91495.3333333333,93096,0,"TRUE"
18,11,7,92014.6666666667,93224,0,"FALSE"
20,4,3,91402,92973,0,"TRUE"
22,18,14,93353.5,93664,0,"FALSE"
24,6,23,97011,97011,0,"FALSE"
30,20,10,92421.6666666667,92603,0,"FALSE"
67,2,16,93590.5,93635,1,"FALSE"
153,2,17,93678,93698,1,"FALSE"
155,2,18,93786,93786,1,"FALSE"
808,1,9,92453,93187,0,"FALSE"
812,1,21,96422,96422,1,"FALSE"
813,0,13,92819,93003,0,"FALSE"
814,0,12,92605.5,92651,0,"FALSE"
815,0,15,93235.5,93295,0,"FALSE"
816,0,22,96641,96641,1,"FALSE"
817,0,24,97036,97036,1,"FALSE"
1,4,2,80906.3333333333,81636,0,"TRUE"
2,11,14,82747,83024,0,"FALSE"
3,5,7,81779,82996,0,"FALSE"
4,10,5,80735,81578,0,"TRUE"
5,4,19,84362,84362,1,"FALSE"
10,7,21,86294,86294,1,"FALSE"
13,9,4,81193,82130,0,"FALSE"
15,14,20,84534,84534,1,"FALSE"
16,4,8,81894,82237,0,"FALSE"
17,9,6,81190.6666666667,82208,0,"TRUE"
18,11,3,80880,82038,0,"TRUE"
20,4,1,80883.3333333333,81740,0,"TRUE"
22,18,15,82879.5,83075,0,"FALSE"
24,6,22,86323,86323,1,"FALSE"
30,20,9,82211.6666666667,82876,0,"FALSE"
67,2,18,84070,84070,1,"FALSE"
153,2,16,83132,83285,0,"FALSE"
155,2,13,82856.5,83278,0,"FALSE"
808,1,12,82677,83070,0,"FALSE"
813,0,17,83847,83847,0,"FALSE"
814,0,11,82616,82976,0,"FALSE"
815,0,10,82612,83067,0,"FALSE"
816,0,24,86510,86510,0,"FALSE"
817,0,23,86479,86479,1,"FALSE"
1,4,2,118187,123008,0,"FALSE"
3,5,5,119788.666666667,125091,0,"FALSE"
4,10,8,119489.666666667,124450,0,"TRUE"
5,4,17,127567,128354,1,"FALSE"
10,7,20,129566,129566,1,"FALSE"
13,9,4,120199,125834,0,"FALSE"
15,14,19,128773,128773,1,"FALSE"
16,4,15,126888.5,127777,0,"FALSE"
17,9,3,118501.666666667,123302,0,"TRUE"
18,11,13,123481.5,125150,0,"TRUE"
20,4,1,118214.666666667,123317,0,"TRUE"
22,18,14,126534.5,127349,0,"FALSE"
24,6,22,131616,131616,0,"FALSE"
67,2,11,124718,124744,0,"FALSE"
